transaction_id,customer_id,transaction_date,amount
TX-0000166,CUST-00008,2025-12-08,513.47
TX-0000167,CUST-00009,2026-08-27,459.17
TX-0000168,CUST-00009,2025-12-16,586.5
TX-0000169,CUST-00009,2025-12-23,426.32
TX-0000170,CUST-00009,2026-03-30,416.64
TX-0000171,CUST-00009,2026-02-24,436.54
TX-0000172,CUST-00009,2026-05-14,606.17
TX-0000173,CUST-00009,2026-05-16,435.97
TX-0000174,CUST-00009,2026-02-23,630.24
TX-0000175,CUST-00009,2026-06-26,471.18
TX-0000176,CUST-00009,2026-04-05,438.4
TX-0000177,CUST-00009,2026-07-11,405.29
TX-0000178,CUST-00009,2026-06-18,413.85
TX-0000179,CUST-00009,2026-06-24,413.35
TX-0000180,CUST-00009,2026-03-18,547.79
TX-0000181,CUST-00009,2026-01-30,498.41
TX-0000182,CUST-00009,2025-11-05,479.5
TX-0000183,CUST-00009,2026-03-22,618.75
TX-0000184,CUST-00009,2026-03-13,612.78
TX-0000185,CUST-00010,2026-08-31,459.19
TX-0000186,CUST-00010,2026-06-26,462.35
TX-0000187,CUST-00010,2025-11-19,542.81
TX-0000188,CUST-00010,2026-04-20,412.31
TX-0000189,CUST-00010,2025-11-26,493.4
TX-0000190,CUST-00010,2026-03-20,425.42
TX-0000191,CUST-00010,2026-07-17,608.36
TX-0000192,CUST-00010,2026-08-02,631.21
TX-0000193,CUST-00010,2025-12-21,424.78
TX-0000194,CUST-00010,2025-12-19,625.66
TX-0000195,CUST-00010,2026-05-17,644.89
TX-0000196,CUST-00010,2025-12-31,594.87
TX-0000197,CUST-00010,2026-02-22,560.62
TX-0000198,CUST-00010,2026-01-06,433.64
TX-0000199,CUST-00010,2026-05-16,534.02
TX-0000200,CUST-00010,2026-03-23,614.39
TX-0000201,CUST-00010,2026-01-05,515.7
TX-0000202,CUST-00010,2026-04-29,559.89
TX-0000203,CUST-00010,2026-07-30,466.62
TX-0000204,CUST-00010,2026-07-08,519.47
TX-0000205,CUST-00010,2026-02-25,504.22
TX-0000206,CUST-00011,2026-08-30,491.6
TX-0000207,CUST-00011,2026-05-03,481.87
TX-0000208,CUST-00011,2026-06-24,494.87
TX-0000209,CUST-00011,2026-02-01,474.22
TX-0000210,CUST-00011,2026-02-05,637.21
TX-0000211,CUST-00011,2025-11-27,520.23
TX-0000212,CUST-00011,2026-04-06,482.09
TX-0000213,CUST-00011,2026-03-16,612.14
TX-0000214,CUST-00011,2026-06-19,563.15
TX-0000215,CUST-00011,2025-12-29,533.18
TX-0000216,CUST-00011,2026-07-26,558.23
TX-0000217,CUST-00011,2026-05-25,583.72
TX-0000218,CUST-00011,2026-02-26,450.6
TX-0000219,CUST-00011,2026-01-29,615.18
TX-0000220,CUST-00011,2025-11-17,433.03
TX-0000221,CUST-00011,2026-02-21,423.77
TX-0000222,CUST-00011,2026-03-03,581.43
TX-0000223,CUST-00011,2026-07-22,633.98
TX-0000224,CUST-00011,2025-11-15,434.35
TX-0000225,CUST-00012,2026-08-24,548.42
TX-0000226,CUST-00012,2025-12-24,595.66
TX-0000227,CUST-00012,2025-11-17,598.78
TX-0000228,CUST-00012,2025-11-13,463.35
TX-0000229,CUST-00012,2026-07-26,547.52
TX-0000230,CUST-00012,2026-07-13,554.04
TX-0000231,CUST-00012,2026-07-04,442.82
TX-0000232,CUST-00012,2026-03-01,543.11
TX-0000233,CUST-00012,2026-01-28,516.5
TX-0000234,CUST-00012,2026-03-14,590.98
TX-0000235,CUST-00012,2026-03-15,599.81
TX-0000236,CUST-00012,2026-03-22,549.9
TX-0000237,CUST-00012,2025-12-12,632.81
TX-0000238,CUST-00012,2026-07-06,429.28
TX-0000239,CUST-00012,2026-03-23,421.93
TX-0000240,CUST-00012,2026-02-03,504.65
TX-0000241,CUST-00012,2026-06-11,593.58
TX-0000242,CUST-00013,2026-08-26,624.59
TX-0000243,CUST-00013,2026-05-08,590.63
TX-0000244,CUST-00013,2025-12-28,467.63
TX-0000245,CUST-00013,2026-04-30,478.61
TX-0000246,CUST-00013,2025-11-11,439.4
TX-0000247,CUST-00013,2026-06-30,634.03
TX-0000248,CUST-00013,2026-01-13,509.48
TX-0000249,CUST-00013,2026-04-24,582.42
TX-0000250,CUST-00013,2025-11-14,538.25
TX-0000251,CUST-00013,2025-11-18,595.08
TX-0000252,CUST-00013,2026-07-03,519.84
TX-0000253,CUST-00013,2026-04-26,646.66
TX-0000254,CUST-00013,2025-12-13,579.44
TX-0000255,CUST-00013,2025-11-13,429.62
TX-0000256,CUST-00013,2025-12-04,612.63
TX-0000257,CUST-00013,2026-02-11,430.48
TX-0000258,CUST-00013,2026-08-02,547.06
TX-0000259,CUST-00013,2026-01-28,403.08
TX-0000260,CUST-00013,2026-01-18,513.58
TX-0000261,CUST-00013,2025-12-19,473.84
TX-0000262,CUST-00013,2026-05-14,514.64
TX-0000263,CUST-00013,2026-04-07,475.48
TX-0000264,CUST-00013,2026-01-13,629.61
TX-0000265,CUST-00013,2026-01-01,427.65
TX-0000266,CUST-00014,2026-08-28,619.8
TX-0000267,CUST-00014,2026-01-04,470.98
TX-0000268,CUST-00014,2025-12-18,426.6
TX-0000269,CUST-00014,2026-08-07,649.78
TX-0000270,CUST-00014,2026-02-05,562.53
TX-0000271,CUST-00014,2026-01-31,422.61
TX-0000272,CUST-00014,2025-12-01,407.25
TX-0000273,CUST-00014,2026-04-06,460.21
TX-0000274,CUST-00014,2026-07-04,594.19
TX-0000275,CUST-00014,2026-08-09,449.55
TX-0000276,CUST-00014,2025-11-27,564.07
TX-0000277,CUST-00014,2026-08-12,409.04
TX-0000278,CUST-00014,2026-08-12,412.91
TX-0000279,CUST-00014,2025-11-07,551.48
TX-0000280,CUST-00014,2025-12-28,459.64
TX-0000281,CUST-00014,2026-06-05,612.35
TX-0000282,CUST-00014,2026-07-28,600.24
TX-0000283,CUST-00014,2026-07-10,631.95
TX-0000284,CUST-00014,2026-01-05,574.53
TX-0000285,CUST-00014,2026-04-08,609.5
TX-0000286,CUST-00014,2026-08-02,450.45
TX-0000287,CUST-00014,2026-01-27,431.23
TX-0000288,CUST-00014,2026-03-23,586.3
TX-0000289,CUST-00014,2026-07-20,557.5
TX-0000290,CUST-00014,2025-12-14,438.8
TX-0000291,CUST-00014,2026-07-29,583.66
TX-0000292,CUST-00015,2026-08-30,577.48
TX-0000293,CUST-00015,2026-05-30,645.05
TX-0000294,CUST-00015,2026-03-23,552.89
TX-0000295,CUST-00015,2026-07-31,554.08
TX-0000296,CUST-00015,2026-06-14,410.59
TX-0000297,CUST-00015,2025-12-07,577.39
TX-0000298,CUST-00015,2026-05-02,443.28
TX-0000299,CUST-00015,2026-07-20,445.88
TX-0000300,CUST-00015,2026-02-28,645.01
TX-0000301,CUST-00015,2026-04-07,596.02
TX-0000302,CUST-00015,2025-12-10,559.1
TX-0000303,CUST-00015,2026-03-05,436.28
TX-0000304,CUST-00015,2026-03-14,636.51
TX-0000305,CUST-00015,2026-05-22,544.5
TX-0000306,CUST-00015,2026-06-03,574.94
TX-0000307,CUST-00015,2026-02-11,635.15
TX-0000308,CUST-00016,2026-08-30,527.09
TX-0000309,CUST-00016,2025-11-28,501.01
TX-0000310,CUST-00016,2026-04-02,429.8
TX-0000311,CUST-00016,2025-11-18,433.52
TX-0000312,CUST-00016,2026-05-28,476.18
TX-0000313,CUST-00016,2026-01-04,506.98
TX-0000314,CUST-00016,2026-02-22,558.66
TX-0000315,CUST-00016,2026-07-03,502.95
TX-0000316,CUST-00016,2026-04-21,454.41
TX-0000317,CUST-00016,2026-02-25,547.08
TX-0000318,CUST-00016,2026-05-17,409.01
TX-0000319,CUST-00016,2026-04-01,504.6
TX-0000320,CUST-00016,2026-04-02,456.4
TX-0000321,CUST-00016,2026-05-08,543.11
TX-0000322,CUST-00016,2026-03-07,575.5
TX-0000323,CUST-00016,2026-03-01,561.99
TX-0000324,CUST-00016,2026-02-11,479.05
TX-0000325,CUST-00017,2026-08-30,537.29
TX-0000326,CUST-00017,2026-03-18,507.85
TX-0000327,CUST-00017,2026-02-18,490.16
TX-0000328,CUST-00017,2025-12-28,528.18
TX-0000329,CUST-00017,2026-01-18,621.6
TX-0000330,CUST-00017,2025-12-16,630.26
TX-0000331,CUST-00017,2026-03-25,530.07
TX-0000332,CUST-00017,2026-06-06,599.97
TX-0000333,CUST-00017,2026-05-18,609.35
TX-0000334,CUST-00017,2026-08-04,523.54
TX-0000335,CUST-00017,2026-07-13,418.01
TX-0000336,CUST-00017,2025-12-24,610.5
TX-0000337,CUST-00017,2026-07-31,470.15
TX-0000338,CUST-00017,2026-03-30,483.53
TX-0000339,CUST-00017,2026-06-27,478.47
TX-0000340,CUST-00017,2025-12-01,585.67
TX-0000341,CUST-00017,2026-08-11,606.79
TX-0000342,CUST-00017,2026-04-19,614.14
TX-0000343,CUST-00017,2026-05-01,438.4
TX-0000344,CUST-00017,2026-02-06,550.21
TX-0000345,CUST-00017,2026-07-12,491.23
TX-0000346,CUST-00017,2026-07-25,639.61
TX-0000347,CUST-00017,2025-11-05,593.03
TX-0000348,CUST-00017,2026-01-08,477.74
TX-0000349,CUST-00018,2026-08-26,496.96
TX-0000350,CUST-00018,2026-01-22,560.22
TX-0000351,CUST-00018,2026-01-31,402.68
TX-0000352,CUST-00018,2026-06-13,531.27
TX-0000353,CUST-00018,2026-01-21,440.94
TX-0000354,CUST-00018,2026-06-25,609.08
TX-0000355,CUST-00018,2025-11-11,647.28
TX-0000356,CUST-00018,2026-03-06,609.77
TX-0000357,CUST-00018,2026-02-07,647.58
TX-0000358,CUST-00018,2026-07-02,512.06
TX-0000359,CUST-00018,2026-05-10,498.14
TX-0000360,CUST-00018,2026-07-20,588.83
TX-0000361,CUST-00018,2026-03-28,508.44
TX-0000362,CUST-00018,2026-03-31,437.67
TX-0000363,CUST-00018,2026-06-03,445.23
TX-0000364,CUST-00018,2025-11-26,411.16
TX-0000365,CUST-00018,2026-06-18,458.21
TX-0000366,CUST-00019,2026-08-29,546.61
TX-0000367,CUST-00019,2026-03-28,523.32
TX-0000368,CUST-00019,2026-05-30,421.03
TX-0000369,CUST-00019,2026-06-06,610.9
TX-0000370,CUST-00019,2026-03-09,559.4
TX-0000371,CUST-00019,2026-02-10,567.55
TX-0000372,CUST-00019,2026-02-21,590.73
TX-0000373,CUST-00019,2026-07-29,491.65
TX-0000374,CUST-00019,2025-12-06,534.88
TX-0000375,CUST-00019,2026-05-10,611.12
TX-0000376,CUST-00019,2026-03-16,520.64
TX-0000377,CUST-00019,2026-01-07,613.0
TX-0000378,CUST-00019,2026-04-14,526.2
TX-0000379,CUST-00019,2025-11-28,546.78
TX-0000380,CUST-00019,2026-04-27,612.57
TX-0000381,CUST-00019,2026-05-09,524.7
TX-0000382,CUST-00019,2026-03-20,532.85
TX-0000383,CUST-00019,2026-07-16,499.64
TX-0000384,CUST-00020,2026-08-24,557.71
TX-0000385,CUST-00020,2026-08-07,444.38
TX-0000386,CUST-00020,2026-05-05,447.9
TX-0000387,CUST-00020,2026-02-17,406.21
TX-0000388,CUST-00020,2025-11-18,512.05
TX-0000389,CUST-00020,2026-06-30,476.88
TX-0000390,CUST-00020,2026-02-20,401.83
TX-0000391,CUST-00020,2026-06-22,469.51
TX-0000392,CUST-00020,2026-01-21,558.44
TX-0000393,CUST-00020,2025-12-24,645.45
TX-0000394,CUST-00020,2026-02-14,519.38
TX-0000395,CUST-00020,2026-02-05,590.36
TX-0000396,CUST-00020,2025-11-25,580.17
TX-0000397,CUST-00020,2026-02-13,640.8
TX-0000398,CUST-00020,2025-12-30,616.7
TX-0000399,CUST-00020,2026-03-18,428.53
TX-0000400,CUST-00020,2026-01-13,510.02
TX-0000401,CUST-00020,2025-11-08,538.28
TX-0000402,CUST-00020,2026-02-04,642.45
TX-0000403,CUST-00020,2026-06-27,646.14
TX-0000404,CUST-00020,2026-05-19,583.44
TX-0000405,CUST-00020,2026-02-09,587.5
TX-0000406,CUST-00020,2026-05-03,430.97
TX-0000407,CUST-00020,2026-03-18,410.24
TX-0000408,CUST-00020,2025-12-31,522.42
TX-0000409,CUST-00020,2025-12-07,646.39
TX-0000410,CUST-00021,2026-08-28,502.89
TX-0000411,CUST-00021,2025-11-08,598.42
TX-0000412,CUST-00021,2026-06-11,421.2
TX-0000413,CUST-00021,2026-03-08,600.51
TX-0000414,CUST-00021,2026-04-09,631.18
TX-0000415,CUST-00021,2025-12-22,409.24
TX-0000416,CUST-00021,2025-11-15,493.18
TX-0000417,CUST-00021,2026-07-31,427.32
TX-0000418,CUST-00021,2026-01-08,568.83
TX-0000419,CUST-00021,2026-01-22,593.43
TX-0000420,CUST-00021,2026-01-15,616.36
TX-0000421,CUST-00021,2026-01-15,600.22
TX-0000422,CUST-00021,2025-11-28,412.24
TX-0000423,CUST-00021,2026-06-08,555.47
TX-0000424,CUST-00021,2026-04-09,614.53
TX-0000425,CUST-00021,2026-08-12,528.66
TX-0000426,CUST-00021,2026-03-15,569.32
TX-0000427,CUST-00021,2026-08-05,500.34
TX-0000428,CUST-00021,2026-02-20,623.91
TX-0000429,CUST-00022,2026-08-26,613.2
TX-0000430,CUST-00022,2026-06-05,487.01
TX-0000431,CUST-00022,2025-11-27,613.34
TX-0000432,CUST-00022,2026-05-18,547.58
TX-0000433,CUST-00022,2026-07-10,499.24
TX-0000434,CUST-00022,2026-05-25,621.64
TX-0000435,CUST-00022,2026-01-30,446.9
TX-0000436,CUST-00022,2026-07-18,485.48
TX-0000437,CUST-00022,2026-04-12,579.41
TX-0000438,CUST-00022,2025-12-24,649.69
TX-0000439,CUST-00022,2026-01-03,474.09
TX-0000440,CUST-00022,2026-04-17,434.21
TX-0000441,CUST-00022,2026-06-19,543.72
TX-0000442,CUST-00022,2025-10-31,575.22
TX-0000443,CUST-00022,2026-07-25,548.8
TX-0000444,CUST-00022,2026-04-22,628.82
TX-0000445,CUST-00022,2026-05-05,524.23
TX-0000446,CUST-00022,2026-07-04,491.34
TX-0000447,CUST-00023,2026-08-31,450.49
TX-0000448,CUST-00023,2026-05-22,404.42
TX-0000449,CUST-00023,2026-04-09,558.64
TX-0000450,CUST-00023,2026-04-10,485.82
TX-0000451,CUST-00023,2026-04-19,639.8
TX-0000452,CUST-00023,2026-03-26,587.99
TX-0000453,CUST-00023,2026-03-15,471.14
TX-0000454,CUST-00023,2026-04-28,624.25
TX-0000455,CUST-00023,2026-06-10,481.34
TX-0000456,CUST-00023,2026-05-21,627.27
TX-0000457,CUST-00023,2026-03-19,585.58
TX-0000458,CUST-00023,2026-02-21,547.69
TX-0000459,CUST-00023,2026-02-11,474.85
TX-0000460,CUST-00023,2026-05-23,460.34
TX-0000461,CUST-00023,2026-05-17,438.86
TX-0000462,CUST-00023,2026-08-16,618.58
TX-0000463,CUST-00024,2026-08-29,597.99
TX-0000464,CUST-00024,2026-03-07,595.96
TX-0000465,CUST-00024,2025-12-12,509.6
TX-0000466,CUST-00024,2026-04-01,648.68
TX-0000467,CUST-00024,2026-06-03,568.65
TX-0000468,CUST-00024,2025-12-25,625.64
TX-0000469,CUST-00024,2026-04-02,596.9
TX-0000470,CUST-00024,2026-06-23,540.54
TX-0000471,CUST-00024,2026-04-15,425.47
TX-0000472,CUST-00024,2026-02-09,638.84
TX-0000473,CUST-00024,2025-11-21,528.18
TX-0000474,CUST-00024,2026-04-13,408.96
TX-0000475,CUST-00024,2026-01-16,639.94
TX-0000476,CUST-00024,2026-07-16,410.27
TX-0000477,CUST-00024,2026-03-04,461.52
TX-0000478,CUST-00024,2026-07-27,513.78
TX-0000479,CUST-00025,2026-08-29,478.14
TX-0000480,CUST-00025,2025-12-15,412.74
TX-0000481,CUST-00025,2026-07-14,496.13
TX-0000482,CUST-00025,2025-12-02,415.13
TX-0000483,CUST-00025,2026-01-28,451.76
TX-0000484,CUST-00025,2026-03-28,475.52
TX-0000485,CUST-00025,2026-04-24,504.15
TX-0000486,CUST-00025,2026-05-24,400.42
TX-0000487,CUST-00025,2026-07-14,615.69
TX-0000488,CUST-00025,2026-07-14,400.31
TX-0000489,CUST-00025,2026-03-23,522.38
TX-0000490,CUST-00025,2026-04-20,483.27
TX-0000491,CUST-00025,2026-04-14,595.15
TX-0000492,CUST-00025,2026-03-17,610.3
TX-0000493,CUST-00025,2026-06-01,480.62
TX-0000494,CUST-00025,2025-11-27,460.62
TX-0000495,CUST-00025,2026-03-31,570.81
TX-0000496,CUST-00025,2026-01-14,457.06
TX-0000497,CUST-00025,2026-05-12,632.6
TX-0000498,CUST-00025,2026-03-26,412.14
TX-0000499,CUST-00025,2026-04-05,577.89
TX-0000500,CUST-00026,2026-08-30,411.84
TX-0000501,CUST-00026,2026-08-10,434.55
TX-0000502,CUST-00026,2025-11-27,402.31
TX-0000503,CUST-00026,2025-12-26,447.08
TX-0000504,CUST-00026,2026-08-07,427.66
TX-0000505,CUST-00026,2026-04-02,555.04
TX-0000506,CUST-00026,2026-06-08,542.3
TX-0000507,CUST-00026,2026-02-01,547.55
TX-0000508,CUST-00026,2025-12-16,401.19
TX-0000509,CUST-00026,2026-03-17,613.34
TX-0000510,CUST-00026,2026-02-20,440.69
TX-0000511,CUST-00026,2025-11-05,593.23
TX-0000512,CUST-00026,2025-12-15,463.57
TX-0000513,CUST-00026,2026-03-10,629.7
TX-0000514,CUST-00026,2026-04-08,550.86
TX-0000515,CUST-00026,2026-07-24,646.16
TX-0000516,CUST-00026,2026-05-04,603.29
TX-0000517,CUST-00027,2026-08-30,599.8
TX-0000518,CUST-00027,2026-05-23,550.18
TX-0000519,CUST-00027,2026-06-15,503.51
TX-0000520,CUST-00027,2025-12-24,479.41
TX-0000521,CUST-00027,2026-07-24,407.46
TX-0000522,CUST-00027,2026-04-28,486.62
TX-0000523,CUST-00027,2026-08-10,441.37
TX-0000524,CUST-00027,2025-12-18,581.3
TX-0000525,CUST-00027,2026-01-26,584.65
TX-0000526,CUST-00027,2026-07-11,479.29
TX-0000527,CUST-00027,2025-12-05,548.46
TX-0000528,CUST-00027,2026-01-06,431.51
TX-0000529,CUST-00027,2026-07-06,573.27
TX-0000530,CUST-00027,2026-01-01,443.24
TX-0000531,CUST-00027,2026-03-24,647.94
TX-0000532,CUST-00027,2025-11-25,401.0
TX-0000533,CUST-00027,2026-08-11,648.27
TX-0000534,CUST-00027,2026-04-27,546.16
TX-0000535,CUST-00027,2026-07-10,624.33
TX-0000536,CUST-00028,2026-08-31,534.05
TX-0000537,CUST-00028,2026-06-26,555.45
TX-0000538,CUST-00028,2026-05-31,412.63
TX-0000539,CUST-00028,2026-07-10,548.64
TX-0000540,CUST-00028,2026-05-24,565.91
TX-0000541,CUST-00028,2026-06-23,609.06
TX-0000542,CUST-00028,2026-08-11,548.93
TX-0000543,CUST-00028,2025-12-18,457.82
TX-0000544,CUST-00028,2025-12-10,463.42
TX-0000545,CUST-00028,2026-06-25,552.69
TX-0000546,CUST-00028,2026-03-12,499.04
TX-0000547,CUST-00028,2026-03-18,569.41
TX-0000548,CUST-00028,2026-01-22,541.73
TX-0000549,CUST-00028,2026-01-24,589.61
TX-0000550,CUST-00028,2025-11-09,504.82
TX-0000551,CUST-00028,2025-11-21,528.65
TX-0000552,CUST-00028,2026-08-13,599.01
TX-0000553,CUST-00028,2026-04-17,530.06
TX-0000554,CUST-00028,2026-04-22,423.52
TX-0000555,CUST-00028,2026-02-10,622.41
TX-0000556,CUST-00028,2026-04-26,570.65
TX-0000557,CUST-00028,2026-05-06,437.34
TX-0000558,CUST-00028,2025-11-15,444.61
